id,initiales_club,nb,col_club,long_ctr,lat_ctr,NOM_COMM,club_domicile_actuel
5820,ASM,17.2171388838381,#FF0000,-1.94660039925682,47.0460299849968,VILLENEUVE-EN-RETZ,AS Monaco
8523,ASM,13.7108395324947,#FF0000,-1.72214342454353,49.6136411923539,MARTINVAST,AS Monaco
6876,ASM,12.3173878075211,#FF0000,6.49858551327562,48.0462196218193,SAINT-NABORD,AS Monaco
4178,ASM,12.1995036051915,#FF0000,6.62808729097875,45.4839844256474,BOZEL,AS Monaco
7207,ASM,11.6554226713623,#FF0000,-4.05653265421852,48.2661818436716,PONT-DE-BUIS-LES-QUIMERCH,AS Monaco
3233,ASM,10.6567318906004,#FF0000,0.127709792354751,44.6533837746405,MONSEGUR,AS Monaco
7209,ASM,10.4010138517007,#FF0000,-3.75158693876991,48.2840259147426,PLONEVEZ-DU-FAOU,AS Monaco
3949,ASM,9.77696950789964,#FF0000,2.41262634423979,45.3517318050716,YDES,AS Monaco
8623,ASM,8.68111356642961,#FF0000,-1.73084922077247,49.7079405529208,URVILLE-NACQUEVILLE,AS Monaco
7059,ASM,8.33350630314987,#FF0000,3.91082175566802,48.283868669826,MACEY,AS Monaco
9045,ASM,8.24584881936629,#FF0000,1.72177981892052,50.1708925494345,NOUVION,AS Monaco
2279,ASM,7.57481566764366,#FF0000,6.65498125429514,43.6830169050361,SEILLANS,AS Monaco
5529,ASM,7.38741001265807,#FF0000,-0.582934977870556,46.8121425298805,COURLAY,AS Monaco
2427,ASM,7.29068451331066,#FF0000,-0.681272023849934,43.871544492954,MEILHAN,AS Monaco
7142,ASM,7.27375755092487,#FF0000,1.30549796206505,48.3698479778322,BAILLEAU-LE-PIN,AS Monaco
6572,ASM,6.78287564173678,#FF0000,5.87399756126229,47.7790980889516,JUSSEY,AS Monaco
7959,ASM,6.48060845627614,#FF0000,3.92577593144426,49.1348337704355,SERMIERS,AS Monaco
4873,ASM,5.71889514891533,#FF0000,5.93678627910084,46.167350796996,PERON,AS Monaco
7310,ASM,5.38035590119941,#FF0000,-3.6108913330354,48.3869090274472,POULLAOUEN,AS Monaco
7580,ASM,5.18287467336513,#FF0000,7.15932921459142,48.6877290651376,TROISFONTAINES,AS Monaco
3843,ASM,5.18085955879539,#FF0000,1.545113476122,45.2491404240574,DONZENAC,AS Monaco
7637,ASM,4.88766038889857,#FF0000,0.516881978765043,48.8290163867297,LA FERTE-EN-OUCHE,AS Monaco
6248,ASM,4.87496516710922,#FF0000,2.23780710136604,47.5279761320848,BRINON-SUR-SAULDRE,AS Monaco
1741,ASM,4.78186687398734,#FF0000,1.31569832288237,43.2583326190025,LEZAT-SUR-LEZE,AS Monaco
3638,ASM,4.50982640707276,#FF0000,0.828981837048031,45.0481291943674,LA DOUZE,AS Monaco
1933,ASM,4.46750900110827,#FF0000,0.189059563282697,43.4241520880049,RABASTENS-DE-BIGORRE,AS Monaco
7630,ASM,4.35264747063323,#FF0000,-0.564831581095903,48.801644538148,SAINT-GEORGES-DES-GROSEILLERS,AS Monaco
6944,ASM,4.33710230109525,#FF0000,1.61708989388926,48.1846831581794,ORGERES-EN-BEAUCE,AS Monaco
2531,ASM,4.16524181564763,#FF0000,-0.121826212542537,43.9836747679007,LABASTIDE-D'ARMAGNAC,AS Monaco
4527,ASM,4.05441051431207,#FF0000,-0.813871676249651,45.8569382936075,PONT-L'ABBE-D'ARNOULT,AS Monaco
4527,ASM,4.05441051431207,#FF0000,-0.813871676249651,45.8569382936075,SAINT-PORCHAIRE,AS Monaco
4834,ASM,3.54861675730793,#FF0000,0.195508055577514,46.1706937693212,CHAUNAY,AS Monaco
2957,ASM,3.51032958048291,#FF0000,3.56321689486328,44.4053010155948,ISPAGNAC,AS Monaco
3759,ASM,3.38942270629865,#FF0000,3.85989180790932,45.1606329169787,SAINT-PAULIEN,AS Monaco
2548,ASM,3.32090881092758,#FF0000,2.28464102875111,44.025890257452,VALDERIES,AS Monaco
4154,ASM,3.20161402839911,#FF0000,3.13820266358873,45.5425202280126,CHAMPEIX,AS Monaco
8641,ASM,2.96624864665376,#FF0000,1.10100471783146,49.7850296476222,LONGUEVILLE-SUR-SCIE,AS Monaco
2633,ASM,2.76473718968,#FF0000,0.156354374606431,44.0859458418132,SOS,AS Monaco
5470,ASM,2.07153777769026,#FF0000,5.52158586428076,46.7456082991775,ARLAY,AS Monaco
6742,ASM,1.95466113264548,#FF0000,1.31759532630363,47.9915451750142,DOUY,AS Monaco
2684,ASM,1.92241929952968,#FF0000,7.38684918176051,44.0349590255264,BELVEDERE,AS Monaco
3368,ASM,1.82972402932175,#FF0000,5.14563778325571,44.7645516675145,BEAUFORT-SUR-GERVANNE,AS Monaco
6160,ASM,1.18085713786624,#FF0000,4.04697937859964,47.4311220690938,ROUVRAY,AS Monaco
9146,ASM,0.725441245105538,#FF0000,1.87844897241447,50.266833853951,CRECY-EN-PONTHIEU,AS Monaco
6839,ASM,0.431234517923848,#FF0000,0.857220978402833,48.078699656126,SOUDAY,AS Monaco
3473,ASM,0.169269623857959,#FF0000,5.867527811674,44.8429321852641,SAINT-LAURENT-EN-BEAUMONT,AS Monaco
1246,ASM,0.0161209165579009,#FF0000,2.02247472614029,42.7942455178869,RODOME,AS Monaco
7574,ASNL,989.630891518532,#FF3855,6.23449309694514,48.7164108189876,NANCY,AS Nancy Lorraine
7474,ASNL,442.420811600239,#FF3855,6.22865187169852,48.6219278124553,VANDOEUVRE-LES-NANCY,AS Nancy Lorraine
7573,ASNL,294.949990447042,#FF3855,6.08026051097879,48.720493744701,LAXOU,AS Nancy Lorraine
7473,ASNL,164.688559900661,#FF3855,6.07469723895753,48.6260036924732,VILLERS-LES-NANCY,AS Nancy Lorraine
7476,ASNL,105.967511447048,#FF3855,6.53648630372234,48.6131791411784,LUNEVILLE,AS Nancy Lorraine
7475,ASNL,105.043892291282,#FF3855,6.38258194787482,48.6176529464725,DOMBASLE-SUR-MEURTHE,AS Nancy Lorraine
7673,ASNL,90.9054360656032,#FF3855,6.08584394128468,48.8149758818454,POMPEY,AS Nancy Lorraine
7572,ASNL,75.928081640743,#FF3855,5.9260044062568,48.7243772964913,TOUL,AS Nancy Lorraine
7175,ASNL,29.3831379380178,#FF3855,6.36435660975301,48.3341811004455,VINCEY,AS Nancy Lorraine
7571,ASNL,27.0831398172734,#FF3855,5.7717259550369,48.7280614318709,ECROUVES,AS Nancy Lorraine
7374,ASNL,18.3340161341152,#FF3855,6.2228316942579,48.5274371438864,FLAVIGNY-SUR-MOSELLE,AS Nancy Lorraine
7674,ASNL,17.8044008441616,#FF3855,6.24035548431471,48.8108858964357,BOUXIERES-AUX-CHENES,AS Nancy Lorraine
8470,ASNL,15.5969867697691,#FF3855,5.6607671160255,49.5817416443911,GORCY,AS Nancy Lorraine
7471,ASNL,14.3368684588265,#FF3855,5.76671896437584,48.6335583188131,FOUG,AS Nancy Lorraine
7470,ASNL,12.9561260967972,#FF3855,5.61269765544364,48.6370369826473,VAUCOULEURS,AS Nancy Lorraine
7077,ASNL,12.8443402675075,#FF3855,6.66390581979247,48.2305927914546,BRUYERES,AS Nancy Lorraine
7774,ASNL,8.18712262333393,#FF3855,6.24623914895303,48.9053527773679,NOMENY,AS Nancy Lorraine
7478,ASNL,7.97259928370987,#FF3855,6.84421320527974,48.6036349100746,BLAMONT,AS Nancy Lorraine
7676,ASNL,6.90723699804059,#FF3855,6.54930292114926,48.8021069529104,CHATEAU-SALINS,AS Nancy Lorraine
6533,ASNL,5.12645146541247,#FF3855,-0.0407504177246461,47.7748863364379,MALICORNE-SUR-SARTHE,AS Nancy Lorraine
6775,ASNL,4.88766038889857,#FF3855,6.34035930391213,47.9561235867621,AILLEVILLERS-ET-LYAUMONT,AS Nancy Lorraine
7630,ASNL,4.35264747063323,#FF3855,-0.564831581095903,48.801644538148,SAINT-GEORGES-DES-GROSEILLERS,AS Nancy Lorraine
7372,ASNL,3.73199218315405,#FF3855,5.91545307282748,48.5353761527489,COLOMBEY-LES-BELLES,AS Nancy Lorraine
7376,ASNL,3.35516575861312,#FF3855,6.53011262019785,48.5187035638119,GERBEVILLER,AS Nancy Lorraine
6377,ASNL,2.67204191947207,#FF3855,6.61850533350044,47.5689983245957,CHAMPEY,AS Nancy Lorraine
7477,ASNL,1.9483279154263,#FF3855,6.69036377664755,48.608506445388,BENAMENIL,AS Nancy Lorraine
6174,ASNL,1.42267088623475,#FF3855,6.15459078203106,47.3930481577279,MONCEY,AS Nancy Lorraine
4063,ASSE,1837.32544679258,#00AD43,4.44524025036889,45.4386271490925,SAINT-ETIENNE,AS Saint-Etienne
4660,ASSE,358.307575720817,#00AD43,4.01995745748198,46.0113620781873,ROANNE,AS Saint-Etienne
3962,ASSE,313.877134852242,#00AD43,4.29780364695492,45.3457516145612,FIRMINY,AS Saint-Etienne
4062,ASSE,304.918131052555,#00AD43,4.30001371319806,45.4404045612304,ROCHE-LA-MOLIERE,AS Saint-Etienne
4162,ASSE,280.915574428749,#00AD43,4.30223131876533,45.5350587956651,SAINT-JUST-SAINT-RAMBERT,AS Saint-Etienne
4164,ASSE,199.200120562272,#00AD43,4.59316981877913,45.5313095151501,RIVE-DE-GIER,AS Saint-Etienne
4262,ASSE,138.157506222354,#00AD43,4.30445650229812,45.629714064968,SAINT-GALMIER,AS Saint-Etienne
3659,ASSE,135.467457770221,#00AD43,3.85843723502209,45.0659781754958,LE PUY-EN-VELAY,AS Saint-Etienne
4260,ASSE,130.781784045263,#00AD43,4.01298556169866,45.6327150328958,MONTBRISON,AS Saint-Etienne
4161,ASSE,124.096800548151,#00AD43,4.1567483135727,45.53665089624,SURY-LE-COMTAL,AS Saint-Etienne
3961,ASSE,70.2525362218482,#00AD43,4.15281514382719,45.3473382576569,AUREC-SUR-LOIRE,AS Saint-Etienne
4064,ASSE,62.0598192566374,#00AD43,4.59045700978011,45.4366617123134,SAINT-PAUL-EN-JAREZ,AS Saint-Etienne
3862,ASSE,60.6867873593038,#00AD43,4.29560108165678,45.2511002081335,SAINTE-SIGOLENE,AS Saint-Etienne
4361,ASSE,58.3563563757026,#00AD43,4.16070841160217,45.7259676941604,FEURS,AS Saint-Etienne
3861,ASSE,56.6682458843331,#00AD43,4.15085857137997,45.25268413005,MONISTROL-SUR-LOIRE,AS Saint-Etienne
4760,ASSE,46.38592228079,#00AD43,4.02171545150641,46.1060239109207,MABLY,AS Saint-Etienne
3865,ASSE,42.2565007874281,#00AD43,4.72977248481091,45.2452241253488,DAVEZIEUX,AS Saint-Etienne
4360,ASSE,36.5058155453665,#00AD43,4.0147195852976,45.727376242301,BOEN-SUR-LIGNON,AS Saint-Etienne
4255,ASSE,36.1023392306408,#00AD43,3.28420479648014,45.6369146618305,VIC-LE-COMTE,AS Saint-Etienne
3761,ASSE,33.2003559461402,#00AD43,4.14890862865105,45.1580317997528,YSSINGEAUX,AS Saint-Etienne
4158,ASSE,25.9687238855066,#00AD43,3.72025612182745,45.5402968491545,AMBERT,AS Saint-Etienne
4461,ASSE,25.5667661035459,#00AD43,4.16269864528564,45.8206270193627,BALBIGNY,AS Saint-Etienne
3762,ASSE,25.4174513479922,#00AD43,4.29340597918453,45.1564505940002,TENCE,AS Saint-Etienne
4861,ASSE,23.909571442239,#00AD43,4.17072829827654,46.1992645604193,CHARLIEU,AS Saint-Etienne
3963,ASSE,23.6746651186791,#00AD43,4.44278339869136,45.3439772510833,SAINT-GENEST-MALIFAUX,AS Saint-Etienne
4264,ASSE,23.5284777162563,#00AD43,4.5958918966901,45.6259583409149,SAINT-MARTIN-EN-HAUT,AS Saint-Etienne
4163,ASSE,23.1573866177985,#00AD43,4.44770548270681,45.5332783292177,SORBIERS,AS Saint-Etienne
4761,ASSE,21.3306594255292,#00AD43,4.16871050623756,46.1046056490547,POUILLY-SOUS-CHARLIEU,AS Saint-Etienne
4263,ASSE,21.3141546776246,#00AD43,4.45017913865495,45.6279305385403,SAINT-SYMPHORIEN-SUR-COISE,AS Saint-Etienne
4659,ASSE,20.996486259381,#00AD43,3.87320821204786,46.0125878834112,RENAISON,AS Saint-Etienne
3559,ASSE,18.5108424376097,#00AD43,3.8569875746747,44.9713257423101,COUBON,AS Saint-Etienne
4877,ASSE,17.6633951649182,#00AD43,6.52490686386881,46.1506195478331,SAINT-JEOIRE,AS Saint-Etienne
3355,ASSE,16.7738136784958,#00AD43,3.27989955371853,44.784965305194,SAINT-CHELY-D'APCHER,AS Saint-Etienne
4960,ASSE,16.6942166529912,#00AD43,4.02524968184119,46.2953458759737,MARCIGNY,AS Saint-Etienne
4654,ASSE,16.1168863287614,#00AD43,3.13939177159385,46.0158662134453,AIGUEPERSE,AS Saint-Etienne
3660,ASSE,15.9325033456304,#00AD43,4.00270460562686,45.0647732403243,SAINT-GERMAIN-LAPRADE,AS Saint-Etienne
4742,ASSE,15.2073979529531,#00AD43,1.37558083972505,46.0989983997618,BESSINES-SUR-GARTEMPE,AS Saint-Etienne
3860,ASSE,14.7005486597458,#00AD43,4.00610832617641,45.2540806372866,RETOURNAC,AS Saint-Etienne
4160,ASSE,14.5347335180074,#00AD43,4.01125745410695,45.5380546146196,LEZIGNEUX,AS Saint-Etienne
8523,ASSE,13.7108395324947,#00AD43,-1.72214342454353,49.6136411923539,MARTINVAST,AS Saint-Etienne
3662,ASSE,13.317028570866,#00AD43,4.29121830167689,45.0618030237901,LE CHAMBON-SUR-LIGNON,AS Saint-Etienne
4852,ASSE,13.2465571356271,#00AD43,2.84531899981134,46.2051857311012,SAINT-ELOY-LES-MINES,AS Saint-Etienne
4060,ASSE,13.101267375149,#00AD43,4.00953523230002,45.4433952407547,SAINT-BONNET-LE-CHATEAU,AS Saint-Etienne
6473,ASSE,12.2559268131441,#00AD43,6.02014964471232,47.6807263864698,PORT-SUR-SAONE,AS Saint-Etienne
6549,ASSE,12.0665060435888,#00AD43,2.38545924398442,47.8127367539689,SAINT-BENOIT-SUR-LOIRE,AS Saint-Etienne
3959,ASSE,11.9617200859624,#00AD43,3.86281579152328,45.3499483197905,CRAPONNE-SUR-ARZON,AS Saint-Etienne
4664,ASSE,11.7581935144189,#00AD43,4.60687385393709,46.0045587997112,LIERGUES,AS Saint-Etienne
7207,ASSE,11.6554226713623,#00AD43,-4.05653265421852,48.2661818436716,PONT-DE-BUIS-LES-QUIMERCH,AS Saint-Etienne
3863,ASSE,10.8735582183041,#00AD43,4.44033488501587,45.249328887687,MARLHES,AS Saint-Etienne
7209,ASSE,10.4010138517007,#00AD43,-3.75158693876991,48.2840259147426,PLONEVEZ-DU-FAOU,AS Saint-Etienne
4552,ASSE,10.0231798698749,#00AD43,2.84611616111095,45.9211773438617,SAINT-GEORGES-DE-MONS,AS Saint-Etienne
4957,ASSE,9.3853961085529,#00AD43,3.58270070041541,46.2984692434366,LAPALISSE,AS Saint-Etienne
9045,ASSE,8.24584881936629,#00AD43,1.72177981892052,50.1708925494345,NOUVION,AS Saint-Etienne
6064,ASSE,7.81058407230296,#00AD43,4.64653014752393,47.3295212769907,SOMBERNON,AS Saint-Etienne
3765,ASSE,7.73803994779241,#00AD43,4.72684218784306,45.1505845870022,SARRAS,AS Saint-Etienne
4261,ASSE,7.56635218645077,#00AD43,4.15872497929865,45.6313089018801,SAVIGNEUX,AS Saint-Etienne
2427,ASSE,7.29068451331066,#00AD43,-0.681272023849934,43.871544492954,MEILHAN,AS Saint-Etienne
4746,ASSE,7.23990362615327,#00AD43,1.96350469720469,46.1058899196348,AHUN,AS Saint-Etienne
6572,ASSE,6.78287564173678,#00AD43,5.87399756126229,47.7790980889516,JUSSEY,AS Saint-Etienne
7959,ASSE,6.48060845627614,#00AD43,3.92577593144426,49.1348337704355,SERMIERS,AS Saint-Etienne
4344,ASSE,6.21763600492539,#00AD43,1.67863362916905,45.7241990306306,EYMOUTIERS,AS Saint-Etienne
98,ASSE,5.89219500191276,#00AD43,9.10119707759013,41.4878034208035,FIGARI,AS Saint-Etienne
4873,ASSE,5.71889514891533,#00AD43,5.93678627910084,46.167350796996,PERON,AS Saint-Etienne
3245,ASSE,5.58589758731265,#00AD43,1.84633607480343,44.6846566635401,ASSIER,AS Saint-Etienne
4463,ASSE,5.39849193232705,#00AD43,4.45515189465341,45.8172370310011,SAINT-FORGEUX,AS Saint-Etienne
7310,ASSE,5.38035590119941,#00AD43,-3.6108913330354,48.3869090274472,POULLAOUEN,AS Saint-Etienne
4031,ASSE,5.2030258190625,#00AD43,-0.20149800147802,45.4022236321963,BAIGNES-SAINTE-RADEGONDE,AS Saint-Etienne
7580,ASSE,5.18287467336513,#00AD43,7.15932921459142,48.6877290651376,TROISFONTAINES,AS Saint-Etienne
4759,ASSE,4.92494000843871,#00AD43,3.87471331456782,46.107251824609,AMBIERLE,AS Saint-Etienne
6248,ASSE,4.87496516710922,#00AD43,2.23780710136604,47.5279761320848,BRINON-SUR-SAULDRE,AS Saint-Etienne
8452,ASSE,4.83282048525071,#00AD43,2.83506616002024,49.6107745285445,LASSIGNY,AS Saint-Etienne
895,ASSE,4.80403313425445,#00AD43,8.76879124482588,42.2641728946416,OTA,AS Saint-Etienne
7630,ASSE,4.35264747063323,#00AD43,-0.564831581095903,48.801644538148,SAINT-GEORGES-DES-GROSEILLERS,AS Saint-Etienne
2531,ASSE,4.16524181564763,#00AD43,-0.121826212542537,43.9836747679007,LABASTIDE-D'ARMAGNAC,AS Saint-Etienne
4527,ASSE,4.05441051431207,#00AD43,-0.813871676249651,45.8569382936075,PONT-L'ABBE-D'ARNOULT,AS Saint-Etienne
4527,ASSE,4.05441051431207,#00AD43,-0.813871676249651,45.8569382936075,SAINT-PORCHAIRE,AS Saint-Etienne
3760,ASSE,3.59093416327242,#00AD43,4.00440358243534,45.1594259121421,ROSIERES,AS Saint-Etienne
7067,ASSE,3.49530781732669,#00AD43,5.13508629458687,48.2681043689028,FRONCLES,AS Saint-Etienne
8245,ASSE,2.925946355259,#00AD43,1.74053542243755,49.4153654478307,SAINT-GERMER-DE-FLY,AS Saint-Etienne
3565,ASSE,2.4221677128246,#00AD43,4.72101127280918,44.9613118377531,ALBOUSSIERE,AS Saint-Etienne
1635,ASSE,2.01914479887708,#00AD43,0.481661343232111,43.147491842275,VILLENEUVE-LECUSSAN,AS Saint-Etienne
5844,ASSE,2.01309945516787,#00AD43,1.64381369164756,47.1439555797256,POULAINES,AS Saint-Etienne
6742,ASSE,1.95466113264548,#00AD43,1.31759532630363,47.9915451750142,DOUY,AS Saint-Etienne
5454,ASSE,1.64030325976641,#00AD43,3.14133750021749,46.7731954316661,SAINT-PIERRE-LE-MOUTIER,AS Saint-Etienne
5239,ASSE,1.57178936439533,#00AD43,0.916805863089358,46.5650061136877,SAINT-GERMAIN,AS Saint-Etienne
3858,ASSE,1.13652461733201,#00AD43,3.71658852047282,45.2563113526717,MONLET,AS Saint-Etienne
9146,ASSE,0.725441245105538,#00AD43,1.87844897241447,50.266833853951,CRECY-EN-PONTHIEU,AS Saint-Etienne
6214,ASSE,0.719395901396326,#00AD43,-2.88278699429418,47.3817029878724,HOEDIC,AS Saint-Etienne
6839,ASSE,0.431234517923848,#00AD43,0.857220978402833,48.078699656126,SOUDAY,AS Saint-Etienne
2971,ASSE,0.344248738996841,#00AD43,5.55871367402631,44.3770101316337,SAINT-ANDRE-DE-ROSANS,AS Saint-Etienne
1246,ASSE,0.0161209165579009,#00AD43,2.02247472614029,42.7942455178869,RODOME,AS Saint-Etienne
4454,CF,681.858557951056,#D70A53,3.13891368133039,45.8265266725255,CLERMONT-FERRAND,Clermont Foot 63
4353,CF,136.879902923252,#D70A53,2.99265943331093,45.7319422611816,CHAMALIERES,Clermont Foot 63
4554,CF,87.4684221433598,#D70A53,3.13915231581608,45.9211964213765,RIOM,Clermont Foot 63
4453,CF,51.9398659084968,#D70A53,2.99264684483223,45.8266118585519,VOLVIC,Clermont Foot 63
4455,CF,43.7776443437746,#D70A53,3.28517956454422,45.8262520705607,PONT-DU-CHATEAU,Clermont Foot 63
4555,CF,24.8524079885739,#D70A53,3.28566946032367,45.9209213471883,MARINGUES,Clermont Foot 63
4452,CF,5.94861820986542,#D70A53,2.84638005879478,45.8265076277614,SAINT-OURS,Clermont Foot 63
7630,CF,4.35264747063323,#D70A53,-0.564831581095903,48.801644538148,SAINT-GEORGES-DES-GROSEILLERS,Clermont Foot 63
5030,CN,398.664598967161,#2E5894,-0.404434357728494,46.3438087913337,NIORT,Chamois Niortais
4930,CN,64.9460152458208,#2E5894,-0.398552809682006,46.2492284966269,AIFFRES,Chamois Niortais
5130,CN,40.2607800346155,#2E5894,-0.410336285642875,46.4383876862864,ECHIRE,Chamois Niortais
4931,CN,37.4637035777087,#2E5894,-0.25128227208442,46.2535329668271,CELLES-SUR-BELLE,Chamois Niortais
5029,CN,29.832259869038,#2E5894,-0.551935393952121,46.3393060691867,BENET,Chamois Niortais
5031,CN,26.0060610797487,#2E5894,-0.25690954421267,46.3481206624678,LA CRECHE,Chamois Niortais
4932,CN,16.5763324506616,#2E5894,-0.103989099160226,46.2576468682018,MELLE,Chamois Niortais
5129,CN,9.4760762641911,#2E5894,-0.558092352062386,46.433877221757,VILLIERS-EN-PLAINE,Chamois Niortais
4933,CN,9.40806614746245,#2E5894,0.0433256890506433,46.2615701580117,LEZAY,Chamois Niortais
4028,CN,4.48262236038131,#2E5894,-0.636491759464572,45.3889454086994,MIRAMBEAU,Chamois Niortais
7630,CN,4.35264747063323,#2E5894,-0.564831581095903,48.801644538148,SAINT-GEORGES-DES-GROSEILLERS,Chamois Niortais
6067,DFCO,1222.55413120819,#FF0800,5.09745614212902,47.3222512956694,DIJON,Dijon FCO
6066,DFCO,180.460363795581,#FF0800,4.94716122738836,47.3248691609297,CHENOVE,Dijon FCO
5866,DFCO,46.3837459570547,#FF0800,4.9403212517404,47.1356345322221,NUITS-SAINT-GEORGES,Dijon FCO
6267,DFCO,38.6597952161892,#FF0800,5.10487570754079,47.5114613812162,IS-SUR-TILLE,Dijon FCO
5969,DFCO,34.6408270110743,#FF0800,5.39378092105906,47.2218310996402,AUXONNE,Dijon FCO
5968,DFCO,34.5088370067565,#FF0800,5.24378152820207,47.224832765502,GENLIS,Dijon FCO
5966,DFCO,32.9507292097031,#FF0800,4.94373522335505,47.230253654668,GEVREY-CHAMBERTIN,Dijon FCO
